[test_data/solomon/c101.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1511.75
[INFO] Cost func = 1511.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
2;2;11;277;277;287;13;33.541
2;2;62;295;295;305;8.06226;25.4951
2;2;88;311;311;321;6.32456;19.2354
2;2;76;346;346;356;25.0799;15.6525
2;2;1;366;366;376;10.6302;15.2316
2;2;79;392;392;402;16.0312;25.5539
2;2;51;414;414;424;12.8063;26.9258
2;2;9;430;430;440;6.32456;32.0156
2;2;71;448;448;458;8.24621;39.6611
2;2;20;470;470;480;12.3693;31.6228
2;2;30;487;487;497;7.07107;25.4951
2;2;70;502;502;512;5;21.095
2;2;31;519;519;529;7.2111;17.4642
2;2;10;537;537;547;8.06226;25.4951
2;2;63;556;556;566;9.48683;34.9285
2;2;90;570;570;580;4.47214;32.249
2;2;32;584;584;594;4.47214;34
2;2;66;608;608;618;14.5602;40.4969
2;2;65;631;631;641;13.6015;49.9299
2;2;35;653;653;663;12.0416;41.0366
2;2;34;673;673;683;10.198;36.0555
2;2;78;688;688;698;5;31.0645
2;2;81;704;704;714;6.32456;27.5862
2;2;33;716;716;726;2.82843;24.7588
2;2;50;733;733;743;7.81025;16.9706
2;2;3;751;751;761;8.24621;22.3607
2;2;77;763;817;827;2.82843;19.6977
2;2;68;832;832;842;5;21.3776
2;2;80;844;844;854;2;21.095
2;2;29;863;863;873;9.43398;29.8329
2;2;24;880;880;890;7.07107;30
2;2;54;900;900;910;10;22.8035
2;2;12;919;919;929;9.21954;15
2;2;28;938;938;948;9.21954;6.32456
2;2;27;954;954;964;6.7082;5
3;12;97;17;17;27;17.2047;17.2047
3;12;92;30;30;40;3.16228;18.3848
3;12;99;44;333;343;4.47214;17.4929
3;12;87;354;420;430;11.3137;18.3848
3;12;13;437;690;700;7.28011;11.1803
3;12;26;715;715;725;15.8114;11.1803
3;12;21;735;735;745;10;18.0278
3;12;22;755;755;765;10;26.9258
3;12;41;769;769;779;4.24264;28.8617
3;12;73;789;789;799;10.198;20.1246
3;12;2;808;808;818;9;18
3;12;57;823;823;833;5.83095;23.1948
3;12;40;848;848;858;15.2643;11.1803
3;12;58;862;862;872;4.12311;9.05539
3;12;95;883;883;893;11.1803;14.8661
3;12;96;897;897;907;4.24264;15.2643
3;12;94;911;911;921;4;12.0416
3;12;6;924;924;934;3.16228;11.1803
3;12;89;939;939;949;5.09902;9
3;12;52;957;957;967;8.06226;11.3137
4;24;53;4;414;424;4.47214;4.47214
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1017.94
[INFO] Cost func = 1017.94
[DEBUG]  SOLUTION: 1017.94 | 0 | {0, 0}
[test_data/solomon/r205.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1393.75
[INFO] Cost func = 1393.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;21;18;153;163;18.0278;18.0278
0;0;72;167;167;177;4.47214;22.4722
0;0;39;190;190;200;13.6015;33.9706
0;0;23;208;208;218;8.60233;36.0555
0;0;75;226;226;236;8.48528;27.7849
0;0;73;243;243;253;7.81025;20.1246
0;0;2;262;262;272;9;18
0;0;57;277;356;366;5.83095;23.1948
0;0;87;373;373;383;7.2111;18.3848
0;0;85;395;395;405;12.6491;23.0217
0;0;16;411;411;421;6.32456;29.1548
0;0;61;425;425;435;4.47214;25.4951
0;0;84;442;442;452;7.07107;24.3311
0;0;99;462;462;472;10.2956;17.4929
0;0;94;478;478;488;6.08276;12.0416
0;0;6;491;491;501;3.16228;11.1803
0;0;40;516;516;526;15.8114;11.1803
1;1;33;24;24;34;24.7588;24.7588
1;1;71;50;198;208;16.4924;39.6611
1;1;65;218;218;228;10.2956;49.9299
1;1;30;255;255;265;27.8029;25.4951
1;1;18;293;293;303;28.2843;15.8114
1;1;7;313;313;323;10;21.2132
1;1;19;334;334;344;11.1803;32.0156
1;1;11;351;351;361;7.07107;33.541
1;1;64;374;374;384;13;46.5188
1;1;49;396;401;411;12.7279;43.9318
1;1;8;436;436;446;25.318;26.2488
1;1;46;455;455;465;9.43398;35.4683
1;1;17;483;682;692;18.2483;30.4138
1;1;60;704;704;714;12.6491;18.0278
1;1;37;728;728;738;14.3178;21.2132
1;1;96;745;745;755;7.28011;15.2643
1;1;89;763;763;773;8.94427;9
2;2;59;17;17;27;17.8045;17.8045
2;2;98;30;125;135;3.60555;21.2603
2;2;44;145;167;177;10.6302;31.8904
2;2;14;182;182;192;5.65685;32.0156
2;2;42;201;201;211;9.21954;25.4951
2;2;92;221;221;231;10.198;18.3848
2;2;95;234;234;244;3.60555;14.8661
2;2;15;263;263;273;19.6469;30.4138
2;2;41;285;334;344;12.1655;28.8617
2;2;22;348;348;358;4.24264;26.9258
2;2;74;361;622;632;3.16228;24.5968
2;2;4;643;643;653;11.4017;25
2;2;25;663;716;726;10;33.541
2;2;55;729;729;739;3.60555;30.4631
2;2;54;747;747;757;8.48528;22.8035
2;2;24;767;767;777;10;30
2;2;80;786;786;796;9.21954;21.095
2;2;68;798;798;808;2;21.3776
2;2;77;813;813;823;5;19.6977
2;2;35;847;847;857;24.1661;41.0366
2;2;1;884;884;894;27.2029;15.2316
2;2;70;902;902;912;8.06226;21.095
2;2;48;936;936;946;24.3311;27.8029
3;3;50;16;475;485;16.9706;16.9706
3;3;81;495;495;505;10.6302;27.5862
3;3;51;512;512;522;7.2111;26.9258
3;3;20;530;530;540;8.06226;31.6228
3;3;66;548;548;558;8.94427;40.4969
3;3;32;572;599;609;14.5602;34
3;3;10;619;619;629;10.2956;25.4951
3;3;43;686;686;696;57.4282;34.176
4;4;47;34;48;58;34.2053;34.2053
4;4;36;65;65;75;7.2111;41.4005
4;4;63;101;101;111;26.5707;34.9285
4;4;90;115;320;330;4.47214;32.249
4;4;9;355;355;365;25;32.0156
4;4;34;376;452;462;11.1803;36.0555
4;4;3;476;476;486;14.1421;22.3607
5;5;38;42;234;244;42.4264;42.4264
5;5;86;257;307;317;13.0384;35.3553
6;12;27;5;60;70;5;5
6;12;52;78;117;127;8.544;11.3137
6;12;5;144;144;154;17.6918;20.6155
6;12;83;161;161;171;7.07107;21.095
6;12;45;179;179;189;8.06226;29.1548
6;12;82;201;201;211;12.7279;23.3238
6;12;88;223;223;233;12.0831;19.2354
6;12;62;239;239;249;6.32456;25.4951
6;12;31;258;258;268;9.21954;17.4642
6;12;69;275;275;285;7.81025;12.1655
6;12;28;295;295;305;10.7703;6.32456
6;12;76;314;314;324;9.43398;15.6525
6;12;79;334;334;344;10;25.5539
6;12;78;349;349;359;5.65685;31.0645
6;12;29;369;369;379;10.4403;29.8329
6;12;12;394;394;404;15.6525;15
6;12;67;438;438;448;34.4819;43.8634
6;12;56;463;519;529;15.6525;29.2062
6;12;26;548;548;558;19.6977;11.1803
6;12;53;566;566;576;8.06226;4.47214
6;12;58;581;740;750;5.09902;9.05539
6;12;97;762;762;772;12.0831;17.2047
6;12;100;779;779;789;7.61577;24.0416
6;12;91;792;792;802;3.16228;25.6125
6;12;93;807;807;817;5.83095;20.2485
6;12;13;829;829;839;12.0416;11.1803
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1393.75
[INFO] Cost func = 1393.75
[DEBUG]  SOLUTION: 1393.75 | 0 | {0, 0}
[test_data/solomon/r206.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1293.94
[INFO] Cost func = 1293.94
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;18;15;286;296;15.8114;15.8114
0;0;48;309;309;319;13.8924;27.8029
0;0;8;328;328;338;9.48683;26.2488
0;0;84;350;354;364;12.0416;24.3311
0;0;61;371;371;381;7.07107;25.4951
0;0;16;385;385;395;4.47214;29.1548
0;0;44;401;401;411;6.08276;31.8904
0;0;99;426;426;436;15;17.4929
0;0;13;446;639;649;10.0499;11.1803
0;0;2;658;658;668;9.43398;18
0;0;74;679;679;689;11.7047;24.5968
0;0;75;692;692;702;3.60555;27.7849
0;0;56;706;706;716;4.12311;29.2062
0;0;4;724;724;734;8.24621;25
0;0;25;744;744;754;10;33.541
0;0;55;757;757;767;3.60555;30.4631
0;0;54;775;775;785;8.48528;22.8035
0;0;80;793;793;803;8.06226;21.095
0;0;68;805;805;815;2;21.3776
0;0;77;820;820;830;5;19.6977
0;0;35;854;854;864;24.1661;41.0366
0;0;70;891;891;901;27.5136;21.095
0;0;58;931;931;941;30.0167;9.05539
1;1;39;33;33;43;33.9706;33.9706
1;1;23;51;146;156;8.60233;36.0555
1;1;15;181;181;191;25;30.4138
1;1;42;200;200;210;9.21954;25.4951
1;1;14;219;219;229;9.21954;32.0156
1;1;92;242;242;252;13.8924;18.3848
1;1;87;259;314;324;7.2111;18.3848
1;1;88;358;358;368;34.0588;19.2354
1;1;19;381;381;391;13.6015;32.0156
1;1;49;403;403;413;12.0416;43.9318
1;1;46;433;452;462;20.3961;35.4683
1;1;10;492;492;502;30.4631;25.4951
1;1;90;509;509;519;7.07107;32.249
1;1;32;523;599;609;4.47214;34
1;1;66;623;623;633;14.5602;40.4969
1;1;20;641;641;651;8.94427;31.6228
2;2;65;49;49;59;49.9299;49.9299
2;2;63;94;94;104;35.9027;34.9285
2;2;64;118;154;164;14.4222;46.5188
2;2;11;177;177;187;13;33.541
2;2;47;202;202;212;15;34.2053
2;2;36;219;219;229;7.2111;41.4005
2;2;45;251;251;261;22.3607;29.1548
2;2;86;281;307;317;20.0998;35.3553
2;2;38;330;330;340;13.0384;42.4264
2;2;57;367;367;377;27.8926;23.1948
2;2;41;388;388;398;11.1803;28.8617
2;2;22;402;402;412;4.24264;26.9258
2;2;73;419;419;429;7.07107;20.1246
2;2;67;454;454;464;25.9422;43.8634
2;2;24;494;656;666;30.0666;30
3;3;29;29;132;142;29.8329;29.8329
3;3;71;168;198;208;26.9258;39.6611
3;3;30;226;226;236;18.7883;25.4951
4;12;27;5;60;70;5;5
4;12;28;76;76;86;6.7082;6.32456
4;12;69;96;108;118;10.7703;12.1655
4;12;52;128;128;138;10.7703;11.3137
4;12;82;150;150;160;12.6491;23.3238
4;12;7;165;165;175;5.83095;21.2132
4;12;62;183;183;193;8.94427;25.4951
4;12;31;202;202;212;9.21954;17.4642
4;12;1;222;222;232;10.4403;15.2316
4;12;50;238;238;248;6.32456;16.9706
4;12;33;255;255;265;7.81025;24.7588
4;12;81;267;314;324;2.82843;27.5862
4;12;51;331;331;341;7.2111;26.9258
4;12;9;347;347;357;6.32456;32.0156
4;12;34;368;368;378;11.1803;36.0555
4;12;78;383;383;393;5;31.0645
4;12;79;398;398;408;5.65685;25.5539
4;12;3;411;411;421;3.60555;22.3607
4;12;76;427;427;437;6.7082;15.6525
4;12;12;444;444;454;7.07107;15
4;12;26;461;461;471;7.07107;11.1803
4;12;72;485;485;495;14.1421;22.4722
4;12;21;499;499;509;4.47214;18.0278
4;12;40;516;516;526;7.07107;11.1803
4;12;53;532;532;542;6.7082;4.47214
4;12;94;553;553;563;11.7047;12.0416
4;12;96;567;567;577;4;15.2643
4;12;6;581;581;591;4.24264;11.1803
4;12;95;597;597;607;6;14.8661
4;12;97;610;610;620;3;17.2047
4;12;59;625;625;635;5;17.8045
4;12;37;639;639;649;4.12311;21.2132
4;12;98;650;650;660;1.41421;21.2603
4;12;100;663;725;735;3.16228;24.0416
4;12;43;750;750;760;15.8114;34.176
4;12;91;777;777;787;17.8885;25.6125
4;12;85;790;790;800;3.16228;23.0217
4;12;93;802;802;812;2.82843;20.2485
4;12;5;818;818;828;6.7082;20.6155
4;12;17;838;838;848;10;30.4138
4;12;83;859;859;869;11.4017;21.095
4;12;60;873;873;883;4.24264;18.0278
4;12;89;892;892;902;9.05539;9
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1293.94
[INFO] Cost func = 1293.94
[DEBUG]  SOLUTION: 1293.94 | 0 | {0, 0}
[test_data/solomon/r207.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1204.23
[INFO] Cost func = 1204.23
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;54;22;22;32;22.8035;22.8035
0;0;75;51;51;61;19.6977;27.7849
0;0;72;66;66;76;5.38516;22.4722
0;0;73;79;79;89;3.16228;20.1246
0;0;2;98;98;108;9;18
0;0;57;113;113;123;5.83095;23.1948
0;0;15;130;130;140;7.28011;30.4138
0;0;43;147;147;157;7.28011;34.176
0;0;14;167;167;177;10.6302;32.0156
0;0;44;182;182;192;5.65685;31.8904
0;0;86;200;200;210;8.06226;35.3553
0;0;42;230;230;240;20.8806;25.4951
0;0;92;250;250;260;10.198;18.3848
0;0;99;264;264;274;4.47214;17.4929
0;0;6;280;345;355;6.40312;11.1803
0;0;84;369;369;379;14.0357;24.3311
0;0;8;391;391;401;12.0416;26.2488
0;0;48;410;410;420;9.48683;27.8029
0;0;19;428;428;438;8.24621;32.0156
0;0;88;451;451;461;13.6015;19.2354
0;0;10;469;485;495;8.94427;25.4951
0;0;63;504;504;514;9.48683;34.9285
0;0;90;518;518;528;4.47214;32.249
0;0;32;532;532;542;4.47214;34
0;0;66;556;556;566;14.5602;40.4969
0;0;71;575;575;585;9.43398;39.6611
0;0;35;591;630;640;6.7082;41.0366
0;0;70;667;728;738;27.5136;21.095
1;1;11;33;146;156;33.541;33.541
1;1;64;169;169;179;13;46.5188
1;1;36;200;200;210;21.4009;41.4005
1;1;47;217;217;227;7.2111;34.2053
1;1;46;237;237;247;10;35.4683
1;1;45;257;257;267;10.7703;29.1548
1;1;38;300;300;310;33.0151;42.4264
1;1;87;336;336;346;26.4197;18.3848
1;1;41;363;363;373;17.8045;28.8617
1;1;22;377;377;387;4.24264;26.9258
1;1;74;390;622;632;3.16228;24.5968
1;1;56;639;639;649;7.07107;29.2062
1;1;4;657;657;667;8.24621;25
1;1;55;675;675;685;8.544;30.4631
1;1;24;697;697;707;12.1655;30
1;1;29;714;714;724;7.07107;29.8329
1;1;80;733;733;743;9.43398;21.095
1;1;68;745;745;755;2;21.3776
1;1;77;760;760;770;5;19.6977
2;2;39;33;33;43;33.9706;33.9706
2;2;65;108;108;118;65.0308;49.9299
2;2;30;145;187;197;27.8029;25.4951
2;2;49;231;401;411;34.9285;43.9318
2;2;17;449;682;692;38.0132;30.4138
3;3;23;36;146;156;36.0555;36.0555
3;3;67;168;228;238;12;43.8634
3;3;25;253;716;726;15.1327;33.541
4;12;27;5;60;70;5;5
4;12;52;78;78;88;8.544;11.3137
4;12;18;95;95;105;7.61577;15.8114
4;12;60;111;111;121;6.7082;18.0278
4;12;83;125;125;135;4.24264;21.095
4;12;82;145;145;155;10.0499;23.3238
4;12;7;160;160;170;5.83095;21.2132
4;12;62;178;178;188;8.94427;25.4951
4;12;31;197;197;207;9.21954;17.4642
4;12;69;214;214;224;7.81025;12.1655
4;12;1;228;228;238;4.47214;15.2316
4;12;50;244;244;254;6.32456;16.9706
4;12;33;261;261;271;7.81025;24.7588
4;12;81;273;273;283;2.82843;27.5862
4;12;51;290;290;300;7.2111;26.9258
4;12;20;308;308;318;8.06226;31.6228
4;12;9;329;329;339;11.1803;32.0156
4;12;34;350;350;360;11.1803;36.0555
4;12;78;365;365;375;5;31.0645
4;12;79;380;380;390;5.65685;25.5539
4;12;3;393;393;403;3.60555;22.3607
4;12;76;409;409;419;6.7082;15.6525
4;12;12;426;426;436;7.07107;15
4;12;28;445;445;455;9.21954;6.32456
4;12;53;462;462;472;7.2111;4.47214
4;12;26;480;480;490;8.06226;11.1803
4;12;21;500;500;510;10;18.0278
4;12;40;517;517;527;7.07107;11.1803
4;12;58;531;740;750;4.12311;9.05539
4;12;13;756;756;766;6.08276;11.1803
4;12;95;771;771;781;5.09902;14.8661
4;12;97;784;784;794;3;17.2047
4;12;59;799;799;809;5;17.8045
4;12;98;812;812;822;3.60555;21.2603
4;12;37;823;823;833;1.41421;21.2132
4;12;100;835;835;845;2.82843;24.0416
4;12;91;848;848;858;3.16228;25.6125
4;12;16;863;863;873;5.09902;29.1548
4;12;61;877;877;887;4.47214;25.4951
4;12;85;891;891;901;4.47214;23.0217
4;12;93;903;903;913;2.82843;20.2485
4;12;5;919;919;929;6.7082;20.6155
4;12;96;936;936;946;7.61577;15.2643
4;12;94;950;950;960;4;12.0416
4;12;89;968;968;978;8;9
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1186.68
[INFO] Cost func = 1186.68
[DEBUG]  SOLUTION: 1186.68 | 0 | {0, 0}
[test_data/solomon/r208.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 987.317
[INFO] Cost func = 987.317
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;94;12;12;22;12.0416;12.0416
0;0;95;25;25;35;3.16228;14.8661
0;0;96;39;39;49;4.24264;15.2643
0;0;59;52;52;62;3.16228;17.8045
0;0;93;65;65;75;3;20.2485
0;0;85;77;77;87;2.82843;23.0217
0;0;60;99;99;109;12.0416;18.0278
0;0;5;113;113;123;4.47214;20.6155
0;0;61;129;129;139;6.7082;25.4951
0;0;16;143;143;153;4.47214;29.1548
0;0;86;159;159;169;6.32456;35.3553
0;0;44;177;177;187;8.06226;31.8904
0;0;14;192;192;202;5.65685;32.0156
0;0;91;211;211;221;9;25.6125
0;0;98;225;225;235;4.47214;21.2603
0;0;37;236;236;246;1.41421;21.2132
0;0;92;248;248;258;2.82843;18.3848
0;0;97;261;261;271;3.16228;17.2047
0;0;87;275;314;324;4.24264;18.3848
0;0;42;331;331;341;7.2111;25.4951
0;0;15;350;350;360;9.21954;30.4138
0;0;57;367;367;377;7.28011;23.1948
0;0;2;382;382;392;5.83095;18
0;0;41;404;404;414;12.2066;28.8617
0;0;22;418;418;428;4.24264;26.9258
0;0;75;432;432;442;4.12311;27.7849
0;0;56;446;446;456;4.12311;29.2062
0;0;39;463;463;473;7;33.9706
0;0;25;482;716;726;9.43398;33.541
0;0;55;729;729;739;3.60555;30.4631
0;0;54;747;747;757;8.48528;22.8035
0;0;77;771;771;781;14.5602;19.6977
0;0;4;804;804;814;23.0868;25
0;0;74;825;825;835;11.4017;24.5968
0;0;72;838;838;848;3.16228;22.4722
0;0;73;851;851;861;3.16228;20.1246
0;0;13;877;877;887;16.1245;11.1803
0;0;58;893;893;903;6.08276;9.05539
1;1;83;21;21;31;21.095;21.095
1;1;82;41;41;51;10.0499;23.3238
1;1;48;56;56;66;5.38516;27.8029
1;1;90;89;89;99;23.4307;32.249
1;1;20;113;113;123;14.1421;31.6228
1;1;35;141;141;151;18;41.0366
1;1;71;157;157;167;6.7082;39.6611
1;1;65;177;177;187;10.2956;49.9299
1;1;66;200;200;210;13.6015;40.4969
1;1;32;224;224;234;14.5602;34
1;1;63;242;242;252;8;34.9285
1;1;64;266;266;276;14.4222;46.5188
1;1;11;289;289;299;13;33.541
1;1;19;306;306;316;7.07107;32.0156
1;1;47;324;324;334;8.06226;34.2053
1;1;49;346;346;356;12.1655;43.9318
1;1;36;364;364;374;8.94427;41.4005
1;1;46;386;386;396;12;35.4683
1;1;8;405;405;415;9.43398;26.2488
1;1;45;421;421;431;6.40312;29.1548
1;1;17;439;439;449;8.06226;30.4138
1;1;84;455;455;465;6.08276;24.3311
1;1;99;475;475;485;10.2956;17.4929
1;1;100;493;725;735;8.24621;24.0416
1;1;43;750;750;760;15.8114;34.176
2;2;67;43;228;238;43.8634;43.8634
2;2;23;250;250;260;12;36.0555
2;2;38;310;310;320;50;42.4264
3;12;6;11;11;21;11.1803;11.1803
3;12;89;26;26;36;5.09902;9
3;12;18;43;43;53;7.81025;15.8114
3;12;52;60;60;70;7.61577;11.3137
3;12;27;78;78;88;8.544;5
3;12;28;94;94;104;6.7082;6.32456
3;12;69;114;114;124;10.7703;12.1655
3;12;31;131;131;141;7.81025;17.4642
3;12;88;146;146;156;5;19.2354
3;12;7;162;162;172;6.32456;21.2132
3;12;62;180;180;190;8.94427;25.4951
3;12;10;196;196;206;6.32456;25.4951
3;12;70;214;214;224;8.06226;21.095
3;12;30;229;229;239;5;25.4951
3;12;1;250;250;260;11.0454;15.2316
3;12;50;266;266;276;6.32456;16.9706
3;12;76;281;281;291;5.38516;15.6525
3;12;3;297;297;307;6.7082;22.3607
3;12;79;310;310;320;3.60555;25.5539
3;12;33;325;325;335;5.65685;24.7588
3;12;81;337;337;347;2.82843;27.5862
3;12;51;354;354;364;7.2111;26.9258
3;12;9;370;370;380;6.32456;32.0156
3;12;78;390;390;400;10;31.0645
3;12;34;405;405;415;5;36.0555
3;12;29;428;428;438;13.0384;29.8329
3;12;24;445;445;455;7.07107;30
3;12;68;464;464;474;9.84886;21.3776
3;12;80;476;476;486;2;21.095
3;12;12;492;492;502;6.32456;15
3;12;26;509;509;519;7.07107;11.1803
3;12;21;529;529;539;10;18.0278
3;12;40;546;546;556;7.07107;11.1803
3;12;53;562;562;572;6.7082;4.47214
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 987.317
[INFO] Cost func = 987.317
[DEBUG]  SOLUTION: 987.317 | 0 | {0, 0}
[test_data/solomon/r209.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1272.5
[INFO] Cost func = 1272.5
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;62;25;25;35;25.4951;25.4951
0;0;47;51;51;61;16.1245;34.2053
0;0;11;76;76;86;15;33.541
0;0;63;94;94;104;8.06226;34.9285
0;0;31;121;121;131;17.4642;17.4642
0;0;69;138;138;148;7.81025;12.1655
0;0;30;161;161;171;13.3417;25.4951
0;0;33;186;186;196;15.2643;24.7588
0;0;76;206;206;216;10.7703;15.6525
0;0;12;223;223;233;7.07107;15
0;0;40;247;247;257;14.1421;11.1803
0;0;21;264;264;274;7.07107;18.0278
0;0;72;278;278;288;4.47214;22.4722
0;0;75;293;293;303;5.38516;27.7849
0;0;41;311;311;321;8.06226;28.8617
0;0;73;331;331;341;10.198;20.1246
0;0;2;350;350;360;9;18
0;0;57;365;366;376;5.83095;23.1948
0;0;87;383;383;393;7.2111;18.3848
0;0;94;402;403;413;9.21954;12.0416
0;0;92;419;419;429;6.40312;18.3848
0;0;59;431;431;441;2.23607;17.8045
0;0;100;447;447;457;6.7082;24.0416
0;0;44;465;465;475;8.06226;31.8904
0;0;85;484;484;494;9.43398;23.0217
0;0;17;507;507;517;13.6015;30.4138
0;0;84;523;523;533;6.08276;24.3311
0;0;93;542;542;552;9.89949;20.2485
0;0;99;554;554;564;2.82843;17.4929
0;0;6;570;570;580;6.40312;11.1803
1;1;95;14;22;32;14.8661;14.8661
1;1;98;38;122;132;6.7082;21.2603
1;1;42;142;142;152;10.2956;25.4951
1;1;15;161;161;171;9.21954;30.4138
1;1;14;186;186;196;15.8114;32.0156
1;1;38;207;207;217;11.1803;42.4264
1;1;16;232;232;242;15.8114;29.1548
1;1;61;246;246;256;4.47214;25.4951
1;1;5;262;262;272;6.7082;20.6155
1;1;83;279;279;289;7.07107;21.095
1;1;82;299;299;309;10.0499;23.3238
1;1;19;322;322;332;13;32.0156
1;1;10;347;496;506;15;25.4951
1;1;90;513;513;523;7.07107;32.249
1;1;32;527;602;612;4.47214;34
1;1;20;622;622;632;10.7703;31.6228
1;1;70;644;644;654;12.0416;21.095
1;1;1;662;662;672;8.06226;15.2316
1;1;50;678;678;688;6.32456;16.9706
1;1;26;705;705;715;17.1172;11.1803
2;2;51;26;296;306;26.9258;26.9258
2;2;71;318;318;328;12.8063;39.6611
2;2;65;338;338;348;10.2956;49.9299
2;2;35;360;439;449;12.0416;41.0366
2;2;9;458;458;468;9.43398;32.0156
2;2;81;474;474;484;6;27.5862
2;2;34;494;494;504;10.0499;36.0555
2;2;78;509;509;519;5;31.0645
2;2;79;524;524;534;5.65685;25.5539
2;2;3;537;537;547;3.60555;22.3607
2;2;54;563;595;605;16.1245;22.8035
2;2;43;647;647;657;42.8019;34.176
2;2;91;674;675;685;17.8885;25.6125
2;2;48;718;718;728;33.0605;27.8029
3;3;29;29;129;139;29.8329;29.8329
3;3;67;176;176;186;37.1214;43.8634
3;3;23;198;198;208;12;36.0555
3;3;22;219;280;290;11.1803;26.9258
3;3;86;331;350;360;41.7732;35.3553
3;3;46;390;458;468;30.0666;35.4683
3;3;36;480;480;490;12;41.4005
3;3;49;498;498;508;8.94427;43.9318
3;3;64;520;520;530;12.7279;46.5188
3;3;66;564;564;574;34.2345;40.4969
4;12;53;4;301;311;4.47214;4.47214
4;12;28;318;318;328;7.2111;6.32456
4;12;27;334;334;344;6.7082;5
4;12;52;352;352;362;8.544;11.3137
4;12;88;371;371;381;9.05539;19.2354
4;12;7;387;387;397;6.32456;21.2132
4;12;8;409;409;419;12.2066;26.2488
4;12;45;425;425;435;6.40312;29.1548
4;12;18;449;449;459;14.1421;15.8114
4;12;60;465;651;661;6.7082;18.0278
4;12;96;669;669;679;8.60233;15.2643
4;12;37;686;686;696;7.28011;21.2132
4;12;97;701;701;711;5.09902;17.2047
4;12;13;717;717;727;6.40312;11.1803
4;12;74;747;747;757;20;24.5968
4;12;56;764;764;774;7.07107;29.2062
4;12;39;781;781;791;7;33.9706
4;12;25;800;800;810;9.43398;33.541
4;12;55;813;813;823;3.60555;30.4631
4;12;4;831;831;841;8.544;25
4;12;24;859;859;869;18.0278;30
4;12;80;878;878;888;9.21954;21.095
4;12;68;890;890;900;2;21.3776
4;12;77;905;905;915;5;19.6977
4;12;58;939;939;949;24.0416;9.05539
4;12;89;962;962;972;13.4536;9
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1272.5
[INFO] Cost func = 1272.5
[DEBUG]  SOLUTION: 1272.5 | 0 | {0, 0}
[test_data/solomon/r210.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
